from,to,distance
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 11-05/Fall Grounds 2005/NW9M8529.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 11-05/Fall Grounds 2005/NW9M8528.webp,0.692782
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 JL 10D RAW/_MG_3723.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 JL 10D RAW/_MG_3393.webp,0.692344
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Varsity Hall Move/Varsity Hall Move RAW/CRW_0832.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Varsity Hall Move/Varsity Hall Move RAW/CRW_0912.webp,0.691370
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Football Highlights/Paratrooper_05.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Football Highlights/Paratrooper_02crop.webp,0.691033
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 7-05/Carr's Hill/NW9M9279.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 7-05/Carr's Hill/CH_China_02HiRes_DA.webp,0.690553
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 10-05/Carr's Hill RAW/NW9M9279.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 7-05/Carr's Hill/CH_China_02HiRes_DA.webp,0.690553
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 12-05/Snow 12-5-05/UVa Snow 2005 HR/UVa_Snow_2005_78HR_DA.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 12-05/Snow 12-5-05/UVa Snow 2005 HR/UVa_Snow_2005_68HR_DA.webp,0.689266
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 7-05/Hist Pres 2 RAW/NW9M9418.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Popular Island/Poplar Island 6-05/LX-2005-06-27-000-0007.webp,0.686488
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 10-05/Hist Pres 2 RAW/Hist Pres 2 RAW/NW9M9418.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Popular Island/Poplar Island 6-05/LX-2005-06-27-000-0007.webp,0.686488
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Popular Island/Barn_Swallow_02_DA.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Popular Island/Barn_Swallow_02_JL.webp,0.686461
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Varsity Hall Move/Varsity and Grounds/CRW_0348.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Aerials Sp 05/CRW_1823.webp,0.686437
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 8-05/1st Day of Class Fall 05/1st Day 05 RAW/NW9M1081.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 9-05/Casteen Black Ribbons Speach/Black_Voices_02HiRes_DA.webp,0.685927
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 11-05/Football 11-5-05/Dan Addison - Temple/IMG_6713.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 11-05/William Duren RAW/NW9M9831.webp,0.685006
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 8-05/Move In 05/MoveIn-05_10_JL.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Pre GradforBW/NW9M2042.webp,0.684968
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 9-05/9-1-05 - Students Lampkin Pav III RAW/9-1-05 RAW/NW9M1430.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 11-05/Arts Center Models/Art_Center_Models_2005_03_DA.webp,0.684622
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/BlurRidgeHosp/Blue Ridge Hos RAW/NW9M0265.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Rainey and FischKorn/Rainey and Fishkorn RAW/NW9M3307.webp,0.683159
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 10-05/Halloween Lawn 2005/Halloween_Lawn_2005_22sm_DA.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 11-05/Fall Grounds 2005/NW9M8442.webp,0.683031
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 11-05/Football 11-5-05/Dan Addison - Temple/IMG_6713.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 10-05/Merrill Peterson/Merrill Peterson HR/Merrill_Peterson_05HR_DA.webp,0.682059
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/More Spring 05/Tulip 01.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 3-05/Nat Am Sum on Higher Ed 3-18-05/Spring 05/CRW_9183.webp,0.681936
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Popular Island/Tilghman_01HiRes_DA.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 10-05/Stones Stage/NW9M5112.webp,0.681479
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Popular Island/Tilghman_02HiRes_DA.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Buildings on Grounds/CRW_0542.webp,0.680458
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 12-05/Snow 12-5-05/UVa Snow 2005 HR/UVa_Snow_2005_86HR_DA.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 12-05/Snow 12-5-05/UVa Snow 2005 HR/UVa_Snow_2005_87HR_DA.webp,0.680435
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Foster Site/Foster Site RAW/NW9M3773.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Foster Site/Foster Site RAW/NW9M3776.webp,0.680081
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/BlurRidgeHosp/Blue Ridge Hos RAW/NW9M0264.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 9-05/Pavillions - Grounds RAW/NW9M4026.webp,0.679852
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Pre GradforBW/NW9M2016.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 JL 10D RAW/_MG_3378.webp,0.679783
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Pre Grad/NW9M2016.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 JL 10D RAW/_MG_3378.webp,0.679783
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 10-05/Mens Soccer vs UNC/NW9M4799.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 11-05/Football 11-5-05/Dan Addison - Temple/IMG_6706.webp,0.679472
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Popular Island/Tilghman_02HiRes_DA.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 7-05/Arena Topping/Arena Topping RAW/NW9M6464.webp,0.679330
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Football Highlights/Paratrooper_08.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Football Highlights/Paratrooper_14.webp,0.679212
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Popular Island/Osprey_Chicks_01HiRes_DA.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Popular Island/Poplar Island 6-05/Popular Island Med/Popular_Island_11_DA.webp,0.677824
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 8-05/1st Day of Class Fall 05/NW9M1067.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Aerials Sp 05/CRW_1799.webp,0.677314
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 8-05/1st Day of Class Fall 05/1st Day 05 RAW/NW9M1067.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Aerials Sp 05/CRW_1799.webp,0.677314
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Foster Site/Foster Site RAW/NW9M3773.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Foster Site/Foster Site RAW/NW9M3774.webp,0.676395
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Art Museum RAW/CRW_0579.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Art Museum RAW/CRW_0581.webp,0.675274
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Grounds and Rotunda 6-05 RAW/NW9M5572.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 8-05/1st Day of Class Fall 05/NW9M1046.webp,0.675216
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 JL 10D RAW/_MG_3813.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 10-05/ecoMOD RAW/NW9M8396.webp,0.673592
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/More Signs/7apr05 uva sign 29N in front of whole foods009.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 10-05/Voter Registration Drive/NW9M5519.webp,0.673411
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 10-05/Mens Soccer vs UNC/NW9M4799.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 8-05/JPJ Arena Const/NW9M9665.webp,0.673113
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Football Highlights/Paratrooper_01.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Football Highlights/Paratrooper_11.webp,0.672869
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 10-05/Paper Sculpture RAW/NW9M7995.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 10-05/Paper Sculpture RAW/NW9M8045.webp,0.671621
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 7-05/Paper Sculpture RAW/NW9M7995.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 10-05/Paper Sculpture RAW/NW9M8045.webp,0.671621
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Aerials Sp 05/CRW_2024.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 7-05/UVa Chapel and Stained Glass Comp/UVa Chapel Stained Glass RAW/NW9M6017.webp,0.670722
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 10-05/Halloween Lawn 2005/Halloween_Lawn_2005_07_DA.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 11-05/Fall Grounds 2005/NW9M8442.webp,0.669976
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Art Museum RAW/CRW_0582.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Art Museum RAW/CRW_0580.webp,0.668585
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/McIntire Ground Breaking 4-15/McIntire Ground Breaking RAW/CRW_1454.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Pre GradforBW/NW9M2003.webp,0.668166
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/McIntire Ground Breaking 4-15/McIntire Ground Breaking RAW/CRW_1454.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Pre Grad/NW9M2003.webp,0.668166
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/More Signs/7apr05 uva sign 29N in front of whole foods009.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 3-05/Signs for Carol/Sign 03.webp,0.667878
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 10-05/Halloween Lawn 2005/Halloween_Lawn_2005_07_DA.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 10-05/Halloween Lawn 2005/NW9M8323.webp,0.667247
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Art Museum RAW/CRW_0578.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/BlurRidgeHosp/Blue Ridge Hos RAW/NW9M0293.webp,0.667106
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 11-05/Fall Grounds 2005/NW9M8529.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 11-05/Fall Grounds 2005/NW9M8477.webp,0.663599
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Aerials Sp 05/CRW_2024.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Aerials Sp 05/CRW_1746.webp,0.661125
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Teaching Awards 05/Meg Keeley Raw/CRW_1103.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Grad Story Photos 05/Heather Welch/Heather Welch RAW/CRW_3103.webp,0.661012
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/More Spring 05/More Spring 05 RAW/CRW_1322.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 3-05/Nat Am Sum on Higher Ed 3-18-05/Spring 05/CRW_9183.webp,0.659733
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Teaching Awards 05/Meg Keeley Raw/CRW_1103.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Grad Story Photos 05/Heather Welch/Heather Welch RAW/CRW_3102.webp,0.659323
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 12-05/Lighting of the Lawn 2005/UVA Lighting of The Lawn 2005-0142.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 JL 10D RAW/_MG_3649.webp,0.658730
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Popular Island/Poplar Island 6-05/LX-2005-06-27-000-0017.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 7-05/Historic Pres No 1/NW9M8152.webp,0.658218
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Popular Island/Poplar Island 6-05/LX-2005-06-27-000-0017.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 7-05/His Pres 01 7-05 RAW/NW9M8152.webp,0.658218
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Football Highlights/Paratrooper_05.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Football Highlights/Paratrooper_07.webp,0.657805
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Stones Press Conference/Stones PC RAW/NW9M0631.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 JL 10D RAW/_MG_3848.webp,0.656707
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 12-05/Snow 12-5-05/UVa Snow 2005 HR/UVa_Snow_2005_78HR_DA.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 12-05/Snow 12-5-05/UVa Snow 2005 HR/UVa_Snow_2005_83HR_DA.webp,0.655257
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Popular Island/Poplar_Island_Sunset01HiRes_DA.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Popular Island/Tilghman_01HiRes_DA.webp,0.654730
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Varsity Hall Move/Varsity and Grounds/CRW_0348.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 7-05/Aerials 7-05/Aerials 7-05 RAW/NW9M9009.webp,0.654006
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 9-05/More Diversity 9-2 RAW/NW9M1663.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 9-05/More Diversity 9-2 RAW/NW9M1676.webp,0.652698
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Stones Press Conference/Stones PC RAW/NW9M0631.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 10-05/David Cupp Jefferson/NW9M6744.webp,0.652553
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 9-05/More Diversity 9-2 RAW/NW9M1663.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Holocaust Images RAW/NW9M0421.webp,0.649510
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Popular Island/Poplar_Island_Sunset01HiRes_DA.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Popular Island/Poplar Island 6-05/Popular Island Med/Popular_Island_12_DA.webp,0.647747
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 12-05/Lighting of the Lawn 2005/UVA Lighting of The Lawn 2005-0142.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 JL 10D RAW/_MG_3960.webp,0.646820
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Faculty Meeting 6-14 RAW/NW9M5355.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Stones Press Conference/Stones PC RAW/NW9M0631.webp,0.646426
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Grounds and Rotunda 6-05 RAW/Summer_Rotunda_18HR_DA.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 12-05/Snow 12-5-05/NW9M0170.webp,0.643553
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Art Museum RAW/CRW_0583.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Holocaust Images RAW/NW9M0419.webp,0.643073
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Art Museum RAW/CRW_0583.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Sally Hol Grounds/NW9M0419.webp,0.643073
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Grounds and Rotunda 6-05 RAW/Summer_Rotunda_09HR_DA.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 10-05/UVa FL State Football 11-15-05/NW9M5861.webp,0.641810
